<<<<<<< HEAD
,TicketID,SystemName,TicketSummary,TicketDescription,IssueType,Timestamp,Priority,Severity,OpenTime,CloseTime,Status,Assignee
906.0,TCKT1906,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-02-20 12:39:17,Low,Major,2025-02-20 12:39:17,,Open,Alice
907.0,TCKT1907,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-01-06 18:08:44,Medium,Critical,2025-01-06 18:08:44,,Open,Bob
908.0,TCKT1908,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-01-05 20:18:41,Medium,Major,2025-01-05 20:18:41,2025-01-06 01:18:41,Closed,Dana
909.0,TCKT1909,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-02-09 22:34:06,High,Major,2025-02-09 22:34:06,2025-02-10 03:34:06,Closed,Bob
910.0,TCKT1910,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-01-17 00:54:03,Medium,Critical,2025-01-17 00:54:03,2025-01-17 04:54:03,Closed,Bob
911.0,TCKT1911,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing null pointer error when trying to upload files.,Bug,2025-01-13 06:25:52,High,Minor,2025-01-13 06:25:52,2025-01-13 08:25:52,Closed,Dana
912.0,TCKT1912,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-01-25 07:43:42,Medium,Critical,2025-01-25 07:43:42,2025-01-25 12:43:42,Closed,Eve
913.0,TCKT1913,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2025-01-11 09:28:55,Medium,Major,2025-01-11 09:28:55,2025-01-11 10:28:55,Resolved,Dana
914.0,TCKT1914,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-01-31 08:41:12,Critical,Critical,2025-01-31 08:41:12,2025-01-31 11:41:12,Resolved,Dana
915.0,TCKT1915,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-01-29 12:48:56,Medium,Minor,2025-01-29 12:48:56,2025-01-29 13:48:56,Resolved,Bob
916.0,TCKT1916,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2025-02-17 18:27:36,Low,Minor,2025-02-17 18:27:36,2025-02-17 23:27:36,Resolved,Eve
917.0,TCKT1917,MobileApp,Bug issue in MobileApp,Users are experiencing 500 Internal Server error when trying to login.,Bug,2024-12-11 03:59:28,Low,Critical,2024-12-11 03:59:28,,Open,Charlie
918.0,TCKT1918,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2024-12-26 02:03:48,Medium,Critical,2024-12-26 02:03:48,,In Progress,Charlie
919.0,TCKT1919,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2024-12-31 20:54:05,Critical,Critical,2024-12-31 20:54:05,2024-12-31 22:54:05,Resolved,Alice
920.0,TCKT1920,UserPortal,Bug issue in UserPortal,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2025-02-11 17:05:43,Medium,Major,2025-02-11 17:05:43,,Open,Alice
921.0,TCKT1921,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-02-03 01:13:34,High,Minor,2025-02-03 01:13:34,,Open,Alice
922.0,TCKT1922,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2024-12-22 01:21:48,Medium,Minor,2024-12-22 01:21:48,,Open,Alice
923.0,TCKT1923,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2024-12-03 12:09:37,Low,Critical,2024-12-03 12:09:37,,In Progress,Bob
924.0,TCKT1924,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-01-05 13:07:31,Medium,Minor,2025-01-05 13:07:31,2025-01-05 18:07:31,Resolved,Alice
925.0,TCKT1925,UserPortal,Security Breach issue in UserPortal,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2024-12-21 16:46:32,Critical,Major,2024-12-21 16:46:32,,Open,Charlie
926.0,TCKT1926,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2024-12-08 22:06:11,Low,Critical,2024-12-08 22:06:11,2024-12-09 01:06:11,Resolved,Bob
927.0,TCKT1927,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing null pointer error when trying to upload files.,Bug,2025-02-18 16:15:52,Low,Critical,2025-02-18 16:15:52,2025-02-18 18:15:52,Closed,Eve
928.0,TCKT1928,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing null pointer error when trying to upload files.,Bug,2024-12-25 05:47:24,Critical,Critical,2024-12-25 05:47:24,2024-12-25 09:47:24,Resolved,Dana
929.0,TCKT1929,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2024-12-12 10:02:59,High,Critical,2024-12-12 10:02:59,2024-12-12 15:02:59,Resolved,Eve
930.0,TCKT1930,UserPortal,Bug issue in UserPortal,Users are experiencing 500 Internal Server error when trying to login.,Bug,2024-12-08 20:04:10,Critical,Minor,2024-12-08 20:04:10,2024-12-08 23:04:10,Resolved,Dana
931.0,TCKT1931,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-01-09 15:24:48,Critical,Critical,2025-01-09 15:24:48,2025-01-09 18:24:48,Closed,Dana
932.0,TCKT1932,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2025-02-01 06:32:06,Medium,Minor,2025-02-01 06:32:06,,In Progress,Eve
933.0,TCKT1933,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-01-15 10:49:52,Medium,Critical,2025-01-15 10:49:52,2025-01-15 13:49:52,Resolved,Bob
934.0,TCKT1934,UserPortal,Bug issue in UserPortal,Users are experiencing null pointer error when trying to upload files.,Bug,2025-01-23 02:16:48,High,Minor,2025-01-23 02:16:48,,Open,Charlie
935.0,TCKT1935,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2024-12-15 17:24:52,High,Major,2024-12-15 17:24:52,2024-12-15 21:24:52,Resolved,Dana
936.0,TCKT1936,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-01-29 14:44:36,Critical,Critical,2025-01-29 14:44:36,,Open,Bob
937.0,TCKT1937,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-01-02 01:49:26,High,Minor,2025-01-02 01:49:26,,Open,Eve
938.0,TCKT1938,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-01-25 05:31:23,Critical,Major,2025-01-25 05:31:23,2025-01-25 07:31:23,Closed,Bob
939.0,TCKT1939,MobileApp,Bug issue in MobileApp,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2025-02-08 17:35:08,Low,Major,2025-02-08 17:35:08,2025-02-08 20:35:08,Closed,Eve
940.0,TCKT1940,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2025-02-24 17:05:20,High,Minor,2025-02-24 17:05:20,,In Progress,Dana
941.0,TCKT1941,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-01-11 21:14:04,Medium,Minor,2025-01-11 21:14:04,2025-01-11 23:14:04,Closed,Alice
942.0,TCKT1942,MobileApp,Bug issue in MobileApp,Users are experiencing null pointer error when trying to upload files.,Bug,2024-12-03 18:20:38,Medium,Minor,2024-12-03 18:20:38,2024-12-03 23:20:38,Resolved,Dana
943.0,TCKT1943,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing null pointer error when trying to upload files.,Bug,2025-02-10 21:59:15,High,Critical,2025-02-10 21:59:15,2025-02-11 01:59:15,Closed,Eve
944.0,TCKT1944,MobileApp,Bug issue in MobileApp,Users are experiencing 500 Internal Server error when trying to login.,Bug,2024-12-26 11:34:44,Medium,Critical,2024-12-26 11:34:44,2024-12-26 14:34:44,Resolved,Dana
945.0,TCKT1945,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-01-17 15:42:59,Medium,Critical,2025-01-17 15:42:59,,In Progress,Charlie
946.0,TCKT1946,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2024-12-31 08:46:32,Low,Critical,2024-12-31 08:46:32,2024-12-31 09:46:32,Closed,Eve
947.0,TCKT1947,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2024-12-17 22:57:06,Medium,Critical,2024-12-17 22:57:06,2024-12-18 00:57:06,Closed,Bob
948.0,TCKT1948,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2024-12-04 02:03:15,Medium,Major,2024-12-04 02:03:15,2024-12-04 05:03:15,Closed,Alice
949.0,TCKT1949,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2024-12-25 17:31:51,Low,Critical,2024-12-25 17:31:51,2024-12-25 21:31:51,Closed,Dana
950.0,TCKT1950,MobileApp,Bug issue in MobileApp,Users are experiencing null pointer error when trying to upload files.,Bug,2025-01-19 18:15:25,Medium,Critical,2025-01-19 18:15:25,,In Progress,Eve
951.0,TCKT1951,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-02-14 06:16:26,Low,Major,2025-02-14 06:16:26,2025-02-14 09:16:26,Closed,Alice
952.0,TCKT1952,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-01-20 21:48:20,Medium,Critical,2025-01-20 21:48:20,,Open,Eve
953.0,TCKT1953,UserPortal,Bug issue in UserPortal,Users are experiencing null pointer error when trying to upload files.,Bug,2024-12-16 06:19:10,Low,Major,2024-12-16 06:19:10,,Open,Bob
954.0,TCKT1954,UserPortal,Bug issue in UserPortal,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-01-03 18:41:38,Low,Major,2025-01-03 18:41:38,2025-01-03 22:41:38,Closed,Eve
955.0,TCKT1955,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-01-11 20:06:59,Low,Minor,2025-01-11 20:06:59,,In Progress,Alice
956.0,TCKT1956,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-02-21 00:56:36,Low,Major,2025-02-21 00:56:36,2025-02-21 03:56:36,Closed,Eve
957.0,TCKT1957,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-02-08 23:23:42,High,Major,2025-02-08 23:23:42,,Open,Charlie
958.0,TCKT1958,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2025-02-06 14:21:12,Low,Major,2025-02-06 14:21:12,2025-02-06 17:21:12,Resolved,Bob
959.0,TCKT1959,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2024-12-29 19:08:12,High,Major,2024-12-29 19:08:12,,Open,Charlie
960.0,TCKT1960,MobileApp,Bug issue in MobileApp,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-02-27 15:28:21,Critical,Major,2025-02-27 15:28:21,2025-02-27 17:28:21,Resolved,Bob
961.0,TCKT1961,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing null pointer error when trying to upload files.,Bug,2025-02-19 10:44:36,Low,Major,2025-02-19 10:44:36,,In Progress,Bob
962.0,TCKT1962,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2024-12-21 05:25:49,Critical,Critical,2024-12-21 05:25:49,2024-12-21 08:25:49,Closed,Eve
963.0,TCKT1963,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2025-02-17 04:41:08,High,Critical,2025-02-17 04:41:08,,In Progress,Alice
964.0,TCKT1964,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-01-16 17:30:05,Low,Minor,2025-01-16 17:30:05,,Open,Charlie
965.0,TCKT1965,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-02-20 06:07:19,High,Major,2025-02-20 06:07:19,,In Progress,Charlie
966.0,TCKT1966,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-02-09 05:58:33,Low,Minor,2025-02-09 05:58:33,,Open,Alice
967.0,TCKT1967,UserPortal,Security Breach issue in UserPortal,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-02-27 21:25:40,Low,Critical,2025-02-27 21:25:40,,Open,Eve
968.0,TCKT1968,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-01-27 04:09:09,Low,Major,2025-01-27 04:09:09,,In Progress,Dana
